respondent_id,age,bedtime_screen_time_minutes,total_daily_screen_time_hours,doomscroll_sessions_per_night,avg_doomscroll_session_minutes,sleep_hours_per_night,sleep_latency_minutes,number_of_night_wakeups,caffeine_intake_mg_per_day,anxiety_score,stress_score,sleep_quality_score,daytime_fatigue_score,number_of_news_apps_used,phone_checks_per_night,exercise_minutes_per_day,days_since_last_digital_detox,weekly_sleep_debt_hours,gender,occupation_status,country_region,primary_device_used_at_night,bedtime_routine_type,uses_night_mode,keeps_phone_in_bedroom,consumes_negative_news_content,uses_sleep_tracking_app,doomscroller,sleep_quality_category
D30388,30,98.0,4.93,5,18.3,6.1,48.0,2,59.0,6,8,3.0,8,2,2,10.0,36.0,13.7,Female,Employed Part-time,Canada,Smartphone,Reading,No,Yes,Yes,No,Yes,Poor
D30389,20,75.0,4.57,4,17.1,6.3,50.0,4,151.0,5,6,5.0,8,2,4,84.0,33.0,14.0,Male,Student,Germany,Smartphone,No Fixed Routine,No,Yes,No,No,Yes,Poor
D30390,21,37.0,1.83,1,40.7,6.9,23.0,0,34.0,6,8,5.0,5,0,0,56.0,19.0,6.5,Female,Employed Full-time,India,Smartphone,No Fixed Routine,No,Yes,Yes,No,No,Good
D30391,24,57.0,2.94,4,19.2,8.0,28.0,1,21.0,7,8,,7,0,6,,4.0,0.0,Prefer not to say,Student,Canada,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Fair
D30392,23,68.0,5.53,3,24.7,5.5,32.0,2,27.0,5,7,5.0,7,2,3,69.0,1.0,18.5,Female,Employed Full-time,India,Laptop,Scrolling Social Media,No,Yes,No,Yes,Yes,Poor
D30393,23,36.0,2.44,0,36.4,7.9,11.0,1,74.0,4,4,5.0,5,2,3,76.0,115.0,3.2,Female,Student,United States,Tablet,Reading,Yes,Yes,Yes,No,No,Good
D30394,31,13.0,2.11,1,16.2,8.9,9.0,2,100.0,4,5,5.0,8,2,3,35.0,55.0,0.0,Male,Employed Part-time,Philippines,Laptop,Meditation/Journaling,Yes,No,Yes,No,No,Fair
D30395,36,109.0,9.77,4,29.7,8.2,35.0,1,144.0,3,6,5.0,5,1,2,10.0,81.0,2.7,Male,Employed Full-time,United States,Smartphone,Reading,Yes,Yes,No,Yes,Yes,Good
D30396,19,73.0,3.3,2,29.7,7.2,37.0,1,204.0,5,8,5.0,7,0,6,72.0,75.0,6.6,Male,Student,United Kingdom,Smartphone,Meditation/Journaling,Yes,No,Yes,No,No,Fair
D30397,30,28.0,2.15,0,26.8,7.6,22.0,0,29.0,2,3,5.0,6,0,1,73.0,39.0,3.6,Female,Student,India,Tablet,No Fixed Routine,No,Yes,No,Yes,No,Good
D30398,23,36.0,5.53,2,19.5,8.5,27.0,0,51.0,4,5,5.0,4,2,2,43.0,33.0,0.0,Male,Student,United Kingdom,,Reading,Yes,Yes,No,Yes,No,Poor
D30399,21,23.0,1.0,3,10.0,8.4,23.0,3,153.0,3,7,5.0,5,1,4,30.0,27.0,0.0,Female,Student,Canada,Smartphone,Scrolling Social Media,No,Yes,No,No,No,Poor
D30400,21,59.0,4.45,3,17.4,7.6,45.0,2,122.0,6,8,3.0,10,0,2,79.0,88.0,0.9,Male,Student,India,Smartphone,,No,Yes,No,No,Yes,Poor
D30401,24,91.0,5.31,4,23.4,6.5,50.0,2,41.0,7,8,,7,1,2,16.0,16.0,12.8,Female,Student,UAE,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30402,20,36.0,1.59,4,7.3,7.3,33.0,2,44.0,3,9,5.0,5,0,2,55.0,13.0,2.2,Prefer not to say,Unemployed,United Kingdom,Smartphone,Reading,Yes,Yes,No,No,No,Fair
D30403,25,71.0,6.43,0,75.9,7.0,33.0,0,14.0,2,7,4.0,6,3,1,94.0,54.0,5.9,Male,Unemployed,India,Laptop,Reading,Yes,Yes,No,Yes,No,Poor
D30404,28,36.0,1.76,3,12.5,6.2,19.0,1,80.0,4,6,5.0,6,1,4,78.0,11.0,12.4,Female,Employed Full-time,India,Laptop,Watching Videos,No,Yes,Yes,No,Yes,Fair
D30405,33,36.0,1.69,1,33.9,7.9,12.0,2,102.0,4,6,5.0,3,1,2,66.0,10.0,0.0,Male,Student,India,Laptop,Scrolling Social Media,No,Yes,Yes,Yes,Yes,Fair
D30406,39,38.0,3.28,2,18.3,7.5,3.0,2,256.0,5,5,5.0,7,0,5,38.0,1.0,4.9,Female,,Philippines,Smartphone,Scrolling Social Media,Yes,Yes,No,Yes,Yes,Fair
D30407,18,44.0,2.89,1,41.8,8.2,7.0,0,,6,7,5.0,4,1,1,73.0,20.0,1.4,Prefer not to say,Student,UAE,Smartphone,No Fixed Routine,No,Yes,No,No,No,Good
D30408,24,4.0,3.58,0,8.8,7.3,8.0,1,26.0,4,6,5.0,3,0,2,51.0,67.0,5.4,Male,Student,Philippines,Tablet,Watching Videos,Yes,Yes,Yes,No,Yes,Fair
D30409,21,60.0,3.68,3,18.0,6.2,35.0,2,248.0,4,9,4.0,7,0,2,41.0,4.0,9.6,Male,Student,Canada,Smartphone,No Fixed Routine,Yes,Yes,No,Yes,No,Poor
D30410,18,31.0,2.88,2,17.6,7.9,29.0,3,21.0,4,5,5.0,8,0,4,23.0,6.0,0.0,Female,,UAE,Smartphone,Reading,Yes,No,No,No,No,Fair
D30411,34,50.0,2.9,1,53.1,7.8,44.0,1,184.0,4,8,5.0,5,2,4,55.0,56.0,0.0,Female,Student,Australia,TV,No Fixed Routine,Yes,No,No,No,No,Fair
D30412,32,78.0,5.66,3,21.8,6.7,44.0,4,30.0,5,8,5.0,5,1,5,50.0,14.0,8.7,Male,Student,Germany,Smartphone,Scrolling Social Media,No,Yes,No,Yes,Yes,Poor
D30413,42,29.0,1.8,2,19.1,5.3,15.0,0,98.0,7,10,5.0,5,1,0,104.0,50.0,15.4,Male,Employed Part-time,India,Smartphone,Watching Videos,No,Yes,No,No,No,Poor
D30414,26,35.0,2.58,2,17.7,8.5,24.0,2,186.0,6,8,5.0,8,2,2,42.0,37.0,0.0,Male,Unemployed,India,,Reading,No,No,Yes,Yes,No,Good
D30415,16,14.0,2.23,2,5.3,7.2,19.0,1,,5,5,5.0,7,1,2,38.0,6.0,8.7,Female,Employed Part-time,Australia,Tablet,Scrolling Social Media,No,Yes,Yes,No,Yes,Fair
D30416,23,69.0,5.15,3,25.0,7.6,37.0,1,161.0,4,4,5.0,5,4,3,47.0,25.0,2.4,Female,Unemployed,United States,Laptop,Reading,No,No,No,No,Yes,Good
D30417,27,54.0,2.72,1,56.5,7.4,31.0,0,46.0,3,3,5.0,6,1,1,56.0,38.0,7.9,Prefer not to say,Employed Full-time,India,Tablet,Scrolling Social Media,No,Yes,No,Yes,Yes,Fair
D30418,21,68.0,4.06,2,39.8,7.5,43.0,2,8.0,7,7,,6,3,2,83.0,31.0,0.2,Female,Student,Canada,Tablet,Reading,No,Yes,Yes,No,No,Fair
D30419,22,59.0,12.06,2,30.0,7.4,30.0,0,255.0,6,7,,6,4,1,40.0,10.0,4.0,Male,Employed Part-time,Germany,Laptop,Watching Videos,Yes,No,Yes,No,Yes,Poor
D30420,23,106.0,5.33,4,27.7,8.0,38.0,3,363.0,3,5,5.0,5,2,5,41.0,72.0,2.2,Male,Employed Full-time,Philippines,Laptop,Reading,Yes,No,No,No,Yes,Poor
D30421,24,86.0,4.85,3,28.9,7.7,16.0,2,8.0,5,7,5.0,3,3,4,70.0,5.0,1.9,Female,Employed Full-time,Canada,Smartphone,Reading,No,No,No,Yes,No,Fair
D30422,16,119.0,5.41,6,15.1,7.2,44.0,2,134.0,6,8,5.0,5,3,2,42.0,15.0,8.7,Male,Student,India,Laptop,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30423,29,28.0,2.03,1,25.2,8.2,26.0,1,,5,9,5.0,5,1,2,74.0,21.0,0.0,Male,Employed Part-time,Philippines,Smartphone,Meditation/Journaling,Yes,Yes,No,No,Yes,Good
D30424,21,31.0,1.14,2,20.8,8.7,29.0,2,145.0,3,3,5.0,8,4,2,73.0,63.0,0.0,Female,Student,United States,Smartphone,Reading,Yes,No,No,No,No,Good
D30425,17,20.0,2.09,0,19.0,7.4,7.0,0,121.0,2,4,5.0,3,0,1,,208.0,2.8,Male,Student,Nigeria,Smartphone,Reading,No,Yes,No,No,No,Poor
D30426,27,25.0,3.7,0,31.2,7.0,32.0,1,34.0,3,4,5.0,1,2,1,,27.0,6.4,Prefer not to say,Student,United States,Smartphone,Reading,No,Yes,Yes,Yes,No,Good
D30427,25,46.0,2.88,2,25.7,7.7,21.0,1,104.0,5,6,5.0,5,1,2,45.0,26.0,1.3,Male,Student,India,Laptop,Scrolling Social Media,Yes,Yes,Yes,No,No,Fair
D30428,26,18.0,1.37,0,18.5,7.8,22.0,1,,3,8,5.0,7,3,1,76.0,24.0,2.0,Male,Student,United States,Tablet,Scrolling Social Media,Yes,No,No,Yes,No,Good
D30429,28,21.0,2.36,1,20.4,8.1,6.0,2,11.0,6,8,5.0,9,2,3,75.0,18.0,0.5,Female,Employed Full-time,United States,TV,Meditation/Journaling,No,Yes,Yes,No,No,Good
D30430,21,95.0,6.16,3,30.9,6.3,47.0,1,324.0,7,10,5.0,8,0,2,36.0,73.0,14.6,Male,Student,United States,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Fair
D30431,21,75.0,3.81,5,21.8,6.8,41.0,2,77.0,5,5,4.0,7,1,5,,3.0,9.2,Male,Employed Full-time,India,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30432,37,72.0,3.13,5,8.4,7.4,30.0,3,120.0,8,8,5.0,7,1,3,49.0,49.0,0.0,Female,Employed Part-time,UAE,Laptop,Meditation/Journaling,No,No,Yes,No,Yes,Fair
D30433,25,37.0,3.2,3,9.9,6.8,36.0,1,416.0,6,6,5.0,4,3,1,32.0,48.0,6.5,Prefer not to say,Unemployed,Germany,Smartphone,Reading,No,No,Yes,No,No,Poor
D30434,29,40.0,2.8,2,16.6,8.6,15.0,0,67.0,2,3,5.0,6,2,0,51.0,20.0,0.0,Female,Employed Full-time,Canada,Smartphone,No Fixed Routine,No,Yes,No,No,Yes,Fair
D30435,28,101.0,9.52,6,14.0,8.4,48.0,4,23.0,3,4,5.0,8,1,6,68.0,14.0,0.0,Male,Employed Full-time,United Kingdom,,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30436,33,57.0,2.56,1,54.5,7.5,27.0,2,101.0,6,6,5.0,10,1,2,58.0,76.0,6.0,Female,Student,Germany,Smartphone,Scrolling Social Media,Yes,Yes,No,No,No,Fair
D30437,36,17.0,1.13,2,7.4,7.2,5.0,1,53.0,5,6,5.0,7,1,3,15.0,32.0,7.9,Female,Student,India,TV,No Fixed Routine,Yes,Yes,No,Yes,No,Good
D30438,29,23.0,2.0,1,22.6,7.8,3.0,0,121.0,1,9,5.0,4,1,1,72.0,21.0,3.6,Female,Student,India,Laptop,Scrolling Social Media,Yes,Yes,Yes,No,No,Good
D30439,16,56.0,2.5,3,27.8,7.9,27.0,3,213.0,5,7,4.0,8,0,5,41.0,20.0,0.0,Female,Student,India,Smartphone,Scrolling Social Media,No,Yes,Yes,Yes,Yes,Poor
D30440,21,15.0,2.44,0,12.8,7.3,7.0,1,177.0,4,9,5.0,7,4,1,37.0,12.0,4.8,Male,Unemployed,United States,Laptop,Scrolling Social Media,No,No,No,No,No,Poor
D30441,38,37.0,1.99,1,36.0,6.5,17.0,0,,5,6,5.0,2,2,1,71.0,10.0,12.2,Male,Student,UAE,Smartphone,Watching Videos,No,Yes,Yes,No,No,Good
D30442,47,47.0,2.03,2,20.9,8.0,22.0,1,,1,6,5.0,8,1,3,85.0,12.0,0.0,Male,Employed Full-time,Philippines,Smartphone,No Fixed Routine,Yes,Yes,No,No,No,Good
D30443,22,44.0,2.23,3,11.5,7.7,23.0,2,206.0,7,9,5.0,6,0,5,85.0,8.0,0.6,Male,Student,Canada,Smartphone,Meditation/Journaling,Yes,Yes,Yes,No,Yes,Poor
D30444,22,78.0,4.34,4,19.9,7.7,28.0,3,276.0,9,8,5.0,6,0,3,,17.0,4.2,Male,Employed Full-time,United Kingdom,Laptop,Scrolling Social Media,Yes,Yes,Yes,Yes,Yes,Poor
D30445,15,15.0,1.88,0,14.4,7.7,13.0,1,171.0,2,7,5.0,7,1,1,,46.0,0.0,Male,Employed Full-time,India,Tablet,Scrolling Social Media,Yes,No,No,No,No,Good
D30446,15,34.0,1.99,2,11.9,7.2,39.0,1,106.0,3,5,4.0,10,3,3,66.0,78.0,5.7,Female,Employed Full-time,India,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30447,21,42.0,1.92,2,22.8,6.9,26.0,1,154.0,6,7,5.0,6,0,2,,108.0,7.2,Male,,Australia,Smartphone,,No,No,No,No,No,Good
D30448,29,31.0,1.84,1,27.8,8.0,31.0,0,144.0,5,7,5.0,4,3,0,59.0,14.0,0.0,Male,Student,Canada,Smartphone,No Fixed Routine,No,Yes,No,No,No,Fair
D30449,31,29.0,2.6,1,23.8,6.5,30.0,0,217.0,3,6,5.0,7,0,0,61.0,50.0,9.4,Female,Student,Nigeria,Laptop,Reading,Yes,Yes,No,No,No,Good
D30450,37,55.0,2.8,1,52.6,5.9,22.0,1,117.0,5,6,5.0,6,3,3,9.0,50.0,19.2,Male,Employed Full-time,United Kingdom,Tablet,Meditation/Journaling,No,Yes,Yes,No,Yes,Good
D30451,19,67.0,2.56,3,27.2,7.6,29.0,2,79.0,7,7,5.0,6,0,5,,17.0,5.6,Male,Employed Full-time,United Kingdom,Smartphone,Meditation/Journaling,No,No,Yes,No,Yes,Fair
D30452,31,24.0,1.48,0,23.7,8.2,16.0,0,150.0,3,6,5.0,8,2,1,69.0,21.0,0.9,Female,Employed Full-time,United States,Smartphone,Meditation/Journaling,No,Yes,No,No,No,Fair
D30453,26,69.0,5.55,2,34.9,6.9,25.0,2,109.0,5,7,5.0,2,3,3,0.0,10.0,8.7,Male,Employed Part-time,India,Smartphone,Meditation/Journaling,Yes,No,No,Yes,No,Poor
D30454,36,61.0,3.46,4,16.6,7.5,22.0,2,190.0,4,5,5.0,8,1,2,43.0,20.0,3.7,Male,Employed Full-time,United States,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30455,25,88.0,4.58,4,28.8,7.8,38.0,1,15.0,6,7,3.0,7,3,5,,57.0,2.4,Prefer not to say,Employed Full-time,India,Laptop,Reading,Yes,Yes,Yes,Yes,Yes,Fair
D30456,26,30.0,1.14,1,34.6,8.5,20.0,0,174.0,1,6,5.0,5,0,2,50.0,53.0,0.0,Female,Unemployed,United Kingdom,Smartphone,No Fixed Routine,No,Yes,No,No,No,Good
D30457,22,27.0,3.27,1,25.1,7.7,29.0,1,63.0,4,3,5.0,3,0,3,74.0,30.0,1.5,Female,Employed Full-time,United States,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Fair
D30458,28,53.0,4.99,2,28.6,6.2,25.0,2,,5,8,4.0,5,1,2,27.0,117.0,8.5,Male,Student,India,TV,No Fixed Routine,No,Yes,Yes,No,Yes,Poor
D30459,15,14.0,1.78,1,13.4,8.5,28.0,0,151.0,3,5,5.0,4,1,0,71.0,66.0,0.0,Male,Student,India,Tablet,Watching Videos,Yes,Yes,Yes,Yes,Yes,Fair
D30460,42,46.0,2.29,1,47.4,7.2,14.0,1,169.0,5,7,5.0,4,4,2,32.0,14.0,4.8,Female,Unemployed,India,Laptop,No Fixed Routine,No,No,Yes,No,No,Good
D30461,31,44.0,4.12,1,40.7,7.6,4.0,1,173.0,2,5,5.0,9,1,1,47.0,31.0,3.5,Male,Student,India,Smartphone,Scrolling Social Media,No,No,No,No,No,Good
D30462,32,43.0,3.0,3,14.9,8.2,23.0,3,65.0,5,8,5.0,6,2,4,49.0,96.0,0.0,Male,Employed Part-time,India,Tablet,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Fair
D30463,26,30.0,1.66,2,13.3,7.7,27.0,0,60.0,3,5,5.0,5,2,1,55.0,2.0,3.0,Female,Student,Canada,Smartphone,No Fixed Routine,No,No,No,No,No,Good
D30464,20,69.0,4.92,2,36.4,7.5,20.0,0,32.0,5,5,5.0,7,0,2,0.0,23.0,1.3,Female,Employed Part-time,India,Smartphone,Meditation/Journaling,No,Yes,Yes,Yes,Yes,Poor
D30465,29,55.0,2.43,1,59.0,6.1,35.0,2,156.0,9,8,4.0,10,1,4,83.0,1.0,13.5,Female,Employed Full-time,Nigeria,TV,No Fixed Routine,No,Yes,Yes,No,Yes,Poor
D30466,23,25.0,2.99,1,30.1,7.6,10.0,1,234.0,4,6,5.0,5,1,1,90.0,33.0,2.4,Female,Employed Full-time,Philippines,Smartphone,Reading,Yes,Yes,No,Yes,No,Good
D30467,30,62.0,7.49,4,17.6,6.5,39.0,4,103.0,3,5,5.0,7,0,5,50.0,50.0,7.9,Female,Employed Part-time,Australia,Smartphone,Reading,Yes,Yes,No,No,No,Good
D30468,21,58.0,5.51,2,25.5,7.4,34.0,2,94.0,2,3,5.0,5,2,2,59.0,59.0,5.0,Male,Employed Full-time,India,Smartphone,Scrolling Social Media,Yes,No,No,No,No,Fair
D30469,30,23.0,1.39,1,25.3,7.2,3.0,1,301.0,4,8,5.0,6,0,3,56.0,58.0,3.9,Female,Employed Part-time,India,Laptop,Scrolling Social Media,Yes,Yes,Yes,Yes,No,Good
D30470,33,58.0,3.68,2,30.9,7.5,32.0,0,210.0,3,3,5.0,5,3,0,63.0,34.0,0.8,Male,Employed Full-time,Australia,Smartphone,Reading,Yes,No,Yes,No,No,Good
D30471,26,69.0,3.75,3,21.9,7.8,35.0,3,20.0,6,4,4.0,9,2,4,104.0,22.0,0.5,Male,Unemployed,Nigeria,Laptop,Meditation/Journaling,No,Yes,No,No,Yes,Poor
D30472,21,52.0,2.39,3,23.6,6.5,38.0,2,19.0,4,5,5.0,8,2,2,76.0,14.0,10.7,Female,Employed Part-time,United Kingdom,TV,Reading,No,Yes,No,Yes,Yes,Poor
D30473,20,63.0,3.48,2,40.1,7.1,23.0,0,171.0,8,7,5.0,4,0,2,76.0,22.0,6.9,Female,Student,India,,Watching Videos,No,Yes,Yes,No,Yes,Poor
D30474,42,76.0,5.07,4,22.2,7.2,32.0,2,89.0,7,10,5.0,6,1,4,50.0,86.0,3.7,Female,Student,Nigeria,Smartphone,No Fixed Routine,No,No,No,No,Yes,Fair
D30475,31,13.0,3.3,0,7.8,6.9,8.0,0,156.0,5,4,,4,1,2,51.0,38.0,7.6,Female,Student,United States,Smartphone,Reading,No,Yes,No,No,No,Fair
D30476,26,4.0,2.39,0,1.8,8.4,11.0,2,81.0,4,7,5.0,7,1,3,102.0,22.0,0.0,Prefer not to say,Employed Full-time,India,Smartphone,No Fixed Routine,Yes,Yes,Yes,Yes,No,Good
D30477,21,21.0,2.51,0,19.6,8.0,32.0,0,,7,6,5.0,4,2,1,37.0,12.0,3.3,Male,Employed Full-time,Germany,Smartphone,No Fixed Routine,Yes,No,Yes,No,No,Good
D30478,38,92.0,4.11,3,34.1,6.3,24.0,2,,4,6,5.0,3,1,2,35.0,16.0,12.6,Female,Student,Australia,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Poor
D30479,22,17.0,5.15,1,21.4,7.8,8.0,0,69.0,2,1,5.0,3,3,0,38.0,80.0,0.7,Female,Student,Philippines,Smartphone,Watching Videos,Yes,Yes,No,No,No,Good
D30480,15,8.0,1.41,0,4.7,7.3,26.0,0,57.0,2,5,,7,0,1,49.0,10.0,1.5,Male,Employed Part-time,United States,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,No,Good
D30481,17,96.0,3.88,3,32.1,6.1,25.0,1,55.0,7,8,5.0,4,1,1,28.0,6.0,16.2,Male,,United States,Smartphone,Watching Videos,No,Yes,Yes,No,Yes,Poor
D30482,37,33.0,1.92,3,13.4,6.0,46.0,3,5.0,5,3,4.0,8,0,4,17.0,4.0,14.7,Male,Unemployed,Philippines,TV,Watching Videos,No,Yes,No,No,Yes,Poor
D30483,17,28.0,1.79,1,26.1,7.2,30.0,0,94.0,6,7,5.0,6,1,0,30.0,12.0,11.0,Female,Student,Australia,Smartphone,,Yes,Yes,Yes,No,No,Good
D30484,19,43.0,8.33,2,26.0,7.2,28.0,2,141.0,4,6,5.0,4,0,4,32.0,56.0,5.2,Male,Employed Part-time,Philippines,Laptop,Scrolling Social Media,Yes,No,No,Yes,No,Fair
D30485,26,38.0,12.34,2,18.9,7.2,22.0,0,68.0,5,8,5.0,7,2,1,54.0,135.0,4.7,Male,,United Kingdom,Smartphone,Meditation/Journaling,Yes,Yes,Yes,No,Yes,Fair
D30486,31,105.0,5.09,6,13.1,8.0,47.0,3,150.0,5,7,4.0,6,2,3,41.0,26.0,0.8,Female,Unemployed,India,,Watching Videos,No,Yes,No,Yes,Yes,Poor
D30487,29,42.0,3.67,1,44.3,7.2,26.0,3,232.0,5,7,5.0,8,2,3,66.0,4.0,8.2,Male,Employed Full-time,India,Smartphone,No Fixed Routine,No,Yes,Yes,No,No,Fair
D30488,32,39.0,3.71,1,40.2,7.9,27.0,2,,4,5,5.0,5,1,3,68.0,32.0,0.0,Female,Employed Full-time,India,TV,Watching Videos,Yes,Yes,No,Yes,No,Fair
D30489,27,67.0,2.73,2,36.5,7.3,34.0,1,175.0,3,4,5.0,6,1,2,,62.0,7.2,Female,Employed Full-time,UAE,Smartphone,Meditation/Journaling,Yes,Yes,Yes,Yes,No,Fair
D30490,39,122.0,5.95,5,25.2,6.6,58.0,2,60.0,9,8,4.0,6,1,3,13.0,64.0,12.0,Female,Unemployed,Nigeria,Smartphone,Watching Videos,No,Yes,Yes,Yes,Yes,Poor
D30491,31,82.0,7.43,5,19.8,5.8,26.0,4,61.0,7,8,5.0,6,0,4,61.0,40.0,15.2,Male,Employed Full-time,United States,Laptop,Reading,No,Yes,No,No,Yes,Poor
D30492,19,67.0,3.42,2,30.7,7.8,31.0,2,36.0,4,10,5.0,7,1,2,17.0,40.0,2.3,Male,Unemployed,Philippines,Smartphone,Scrolling Social Media,No,Yes,No,Yes,Yes,Poor
D30493,29,39.0,4.04,3,13.0,9.4,28.0,2,,5,7,5.0,5,1,4,83.0,43.0,0.0,Female,Student,Brazil,Smartphone,Watching Videos,Yes,Yes,Yes,No,Yes,Fair
D30494,33,19.0,1.0,1,22.9,8.3,27.0,2,159.0,3,4,5.0,6,1,2,45.0,8.0,0.1,Female,Employed Full-time,United Kingdom,Smartphone,Watching Videos,No,No,No,No,No,Poor
D30495,28,59.0,5.99,2,30.1,6.9,34.0,0,25.0,7,9,5.0,7,1,0,70.0,27.0,9.5,Male,Employed Full-time,Canada,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Fair
D30496,19,66.0,5.16,5,14.4,7.2,5.0,4,83.0,4,10,5.0,7,1,4,,7.0,7.4,Female,Student,India,Smartphone,Scrolling Social Media,Yes,Yes,No,No,Yes,Poor
D30497,23,23.0,2.34,2,12.6,8.1,19.0,2,28.0,3,6,5.0,5,0,2,,10.0,0.0,Male,Employed Full-time,United Kingdom,Tablet,Meditation/Journaling,Yes,No,Yes,No,No,Fair
D30498,35,41.0,1.63,1,43.4,8.0,25.0,0,90.0,5,5,5.0,4,5,1,41.0,29.0,0.0,Male,Employed Part-time,UAE,Smartphone,Watching Videos,Yes,No,Yes,Yes,No,Good
D30499,26,83.0,3.87,3,20.8,7.5,41.0,2,131.0,4,5,5.0,6,1,2,,58.0,5.6,Male,Student,Canada,Smartphone,No Fixed Routine,No,Yes,No,Yes,Yes,Poor
D30500,20,26.0,1.85,0,28.3,8.2,3.0,1,57.0,3,5,5.0,3,3,1,53.0,48.0,1.4,Female,Employed Full-time,Philippines,Smartphone,Scrolling Social Media,Yes,No,Yes,No,No,Fair
D30501,37,48.0,3.64,3,17.7,6.7,29.0,3,170.0,6,9,5.0,5,3,3,47.0,70.0,10.1,Male,Student,Brazil,Smartphone,Scrolling Social Media,Yes,No,Yes,No,Yes,Poor
D30502,24,19.0,1.44,1,14.4,7.7,24.0,1,115.0,3,5,5.0,6,3,3,69.0,61.0,0.0,Female,Employed Full-time,Canada,Smartphone,Scrolling Social Media,No,No,No,No,No,Good
D30503,23,62.0,3.09,1,67.1,7.1,21.0,0,73.0,5,6,5.0,4,1,0,70.0,34.0,7.3,Male,Employed Full-time,Canada,Smartphone,Scrolling Social Media,Yes,Yes,No,Yes,No,Good
D30504,31,32.0,3.64,1,29.4,7.7,16.0,1,36.0,5,4,5.0,6,0,2,72.0,71.0,0.6,Female,Student,Brazil,Smartphone,Reading,Yes,Yes,Yes,No,Yes,Poor
D30505,35,38.0,1.48,0,38.0,7.4,18.0,1,70.0,2,4,5.0,7,0,2,41.0,37.0,0.0,Female,Employed Part-time,India,Smartphone,No Fixed Routine,Yes,Yes,No,No,No,Good
D30506,15,73.0,5.01,2,32.6,7.2,54.0,2,66.0,3,3,5.0,4,0,2,30.0,2.0,2.0,Female,Employed Part-time,Philippines,Smartphone,No Fixed Routine,Yes,Yes,No,No,No,Poor
D30507,33,90.0,7.08,4,20.8,6.8,48.0,1,128.0,8,9,4.0,7,0,3,51.0,15.0,2.3,Female,Employed Full-time,India,Laptop,Watching Videos,No,No,Yes,No,Yes,Poor
D30508,21,46.0,4.14,2,24.0,7.7,25.0,0,97.0,5,4,5.0,7,3,2,96.0,56.0,2.4,Female,Employed Part-time,India,Smartphone,No Fixed Routine,No,No,Yes,No,Yes,Fair
D30509,28,53.0,3.42,2,21.6,6.8,28.0,1,193.0,4,6,5.0,8,0,1,38.0,32.0,8.1,Female,Student,Brazil,TV,Meditation/Journaling,No,Yes,No,No,Yes,Fair
D30510,22,59.0,3.35,2,24.5,6.4,32.0,1,68.0,4,7,4.0,6,1,2,54.0,32.0,10.1,Male,Employed Full-time,Philippines,Smartphone,No Fixed Routine,No,No,No,No,No,Good
D30511,15,38.0,5.65,2,22.9,6.8,21.0,2,107.0,4,3,5.0,4,3,2,60.0,9.0,7.2,Male,,India,Smartphone,No Fixed Routine,No,Yes,Yes,No,No,Poor
D30512,23,69.0,4.17,3,24.1,6.3,32.0,3,,5,9,5.0,7,0,6,42.0,39.0,12.0,Female,Employed Full-time,United Kingdom,Smartphone,Scrolling Social Media,No,Yes,No,Yes,Yes,Poor
D30513,27,44.0,2.94,3,10.2,7.9,24.0,3,78.0,5,6,5.0,5,0,4,66.0,127.0,0.0,Female,Employed Full-time,United States,Laptop,Scrolling Social Media,Yes,No,Yes,No,Yes,Poor
D30514,26,18.0,4.47,0,13.9,7.2,16.0,1,201.0,4,6,5.0,5,4,1,92.0,5.0,3.1,Female,Student,Germany,Laptop,Scrolling Social Media,No,Yes,Yes,No,No,Fair
D30515,34,8.0,3.89,1,10.5,7.8,9.0,1,190.0,5,6,5.0,5,1,3,87.0,57.0,3.7,Male,Student,India,Smartphone,Scrolling Social Media,No,Yes,No,Yes,No,Good
D30516,32,70.0,6.69,4,18.2,5.9,38.0,5,101.0,3,6,4.0,9,3,7,61.0,70.0,17.7,Female,Employed Part-time,United States,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30517,31,18.0,2.72,1,21.6,8.4,37.0,1,93.0,4,6,5.0,9,4,2,89.0,70.0,0.0,Male,Employed Part-time,United Kingdom,Smartphone,Meditation/Journaling,Yes,Yes,No,No,No,Good
D30518,21,23.0,4.34,1,25.1,6.8,32.0,1,189.0,5,4,5.0,5,2,1,70.0,42.0,6.6,Male,Employed Full-time,United Kingdom,Smartphone,Scrolling Social Media,No,No,No,No,No,Good
